IMG\center_2017_03_21_22_19_26_798.jpg	IMG\left_2017_03_21_22_19_26_798.jpg	IMG\right_2017_03_21_22_19_26_798.jpg	0	0	0	7.29E-05
IMG\center_2017_03_21_22_19_26_879.jpg	IMG\left_2017_03_21_22_19_26_879.jpg	IMG\right_2017_03_21_22_19_26_879.jpg	0	0	0	1.65E-05
IMG\center_2017_03_21_22_19_26_956.jpg	IMG\left_2017_03_21_22_19_26_956.jpg	IMG\right_2017_03_21_22_19_26_956.jpg	0	0	0	0.00010469
IMG\center_2017_03_21_22_19_27_029.jpg	IMG\left_2017_03_21_22_19_27_029.jpg	IMG\right_2017_03_21_22_19_27_029.jpg	0	0	0	0.000128142
IMG\center_2017_03_21_22_19_27_113.jpg	IMG\left_2017_03_21_22_19_27_113.jpg	IMG\right_2017_03_21_22_19_27_113.jpg	0	0	0	0.000153991
IMG\center_2017_03_21_22_19_27_193.jpg	IMG\left_2017_03_21_22_19_27_193.jpg	IMG\right_2017_03_21_22_19_27_193.jpg	0	0	0	0.000115003
IMG\center_2017_03_21_22_19_27_270.jpg	IMG\left_2017_03_21_22_19_27_270.jpg	IMG\right_2017_03_21_22_19_27_270.jpg	0	0	0	0.000214371
IMG\center_2017_03_21_22_19_27_339.jpg	IMG\left_2017_03_21_22_19_27_339.jpg	IMG\right_2017_03_21_22_19_27_339.jpg	0	0	0	3.05E-05
IMG\center_2017_03_21_22_19_27_413.jpg	IMG\left_2017_03_21_22_19_27_413.jpg	IMG\right_2017_03_21_22_19_27_413.jpg	0	0	0	5.60E-05
IMG\center_2017_03_21_22_19_27_486.jpg	IMG\left_2017_03_21_22_19_27_486.jpg	IMG\right_2017_03_21_22_19_27_486.jpg	0	0.1821529	0	0.0542227
IMG\center_2017_03_21_22_19_27_556.jpg	IMG\left_2017_03_21_22_19_27_556.jpg	IMG\right_2017_03_21_22_19_27_556.jpg	0	0.4339943	0	0.412346
IMG\center_2017_03_21_22_19_27_625.jpg	IMG\left_2017_03_21_22_19_27_625.jpg	IMG\right_2017_03_21_22_19_27_625.jpg	0	0.6357512	0	0.8184608
IMG\center_2017_03_21_22_19_27_704.jpg	IMG\left_2017_03_21_22_19_27_704.jpg	IMG\right_2017_03_21_22_19_27_704.jpg	0	0.8712776	0	1.531059
IMG\center_2017_03_21_22_19_27_768.jpg	IMG\left_2017_03_21_22_19_27_768.jpg	IMG\right_2017_03_21_22_19_27_768.jpg	0	1	0	2.228169
IMG\center_2017_03_21_22_19_27_846.jpg	IMG\left_2017_03_21_22_19_27_846.jpg	IMG\right_2017_03_21_22_19_27_846.jpg	0	1	0	3.178087
IMG\center_2017_03_21_22_19_27_913.jpg	IMG\left_2017_03_21_22_19_27_913.jpg	IMG\right_2017_03_21_22_19_27_913.jpg	0	1	0	4.117885
IMG\center_2017_03_21_22_19_27_993.jpg	IMG\left_2017_03_21_22_19_27_993.jpg	IMG\right_2017_03_21_22_19_27_993.jpg	0	1	0	5.050589
IMG\center_2017_03_21_22_19_28_063.jpg	IMG\left_2017_03_21_22_19_28_063.jpg	IMG\right_2017_03_21_22_19_28_063.jpg	0	1	0	5.745212
IMG\center_2017_03_21_22_19_28_137.jpg	IMG\left_2017_03_21_22_19_28_137.jpg	IMG\right_2017_03_21_22_19_28_137.jpg	0	1	0	6.665187
IMG\center_2017_03_21_22_19_28_221.jpg	IMG\left_2017_03_21_22_19_28_221.jpg	IMG\right_2017_03_21_22_19_28_221.jpg	0	1	0	7.578083
IMG\center_2017_03_21_22_19_28_288.jpg	IMG\left_2017_03_21_22_19_28_288.jpg	IMG\right_2017_03_21_22_19_28_288.jpg	0	1	0	8.257902
IMG\center_2017_03_21_22_19_28_363.jpg	IMG\left_2017_03_21_22_19_28_363.jpg	IMG\right_2017_03_21_22_19_28_363.jpg	0	1	0	9.158357
IMG\center_2017_03_21_22_19_28_439.jpg	IMG\left_2017_03_21_22_19_28_439.jpg	IMG\right_2017_03_21_22_19_28_439.jpg	0	1	0	10.05182
IMG\center_2017_03_21_22_19_28_512.jpg	IMG\left_2017_03_21_22_19_28_512.jpg	IMG\right_2017_03_21_22_19_28_512.jpg	0	1	0	10.93808
IMG\center_2017_03_21_22_19_28_587.jpg	IMG\left_2017_03_21_22_19_28_587.jpg	IMG\right_2017_03_21_22_19_28_587.jpg	0	1	0	11.69693
IMG\center_2017_03_21_22_19_28_659.jpg	IMG\left_2017_03_21_22_19_28_659.jpg	IMG\right_2017_03_21_22_19_28_659.jpg	0	1	0	12.51185
IMG\center_2017_03_21_22_19_28_728.jpg	IMG\left_2017_03_21_22_19_28_728.jpg	IMG\right_2017_03_21_22_19_28_728.jpg	0	1	0	13.15258
IMG\center_2017_03_21_22_19_28_806.jpg	IMG\left_2017_03_21_22_19_28_806.jpg	IMG\right_2017_03_21_22_19_28_806.jpg	0	1	0	13.89406
IMG\center_2017_03_21_22_19_28_880.jpg	IMG\left_2017_03_21_22_19_28_880.jpg	IMG\right_2017_03_21_22_19_28_880.jpg	0	1	0	14.67752
IMG\center_2017_03_21_22_19_28_953.jpg	IMG\left_2017_03_21_22_19_28_953.jpg	IMG\right_2017_03_21_22_19_28_953.jpg	0	1	0	15.54566
IMG\center_2017_03_21_22_19_29_022.jpg	IMG\left_2017_03_21_22_19_29_022.jpg	IMG\right_2017_03_21_22_19_29_022.jpg	0	1	0	16.43221
IMG\center_2017_03_21_22_19_29_091.jpg	IMG\left_2017_03_21_22_19_29_091.jpg	IMG\right_2017_03_21_22_19_29_091.jpg	0	1	0	17.26179
IMG\center_2017_03_21_22_19_29_160.jpg	IMG\left_2017_03_21_22_19_29_160.jpg	IMG\right_2017_03_21_22_19_29_160.jpg	0	1	0	17.68052
IMG\center_2017_03_21_22_19_29_229.jpg	IMG\left_2017_03_21_22_19_29_229.jpg	IMG\right_2017_03_21_22_19_29_229.jpg	0	1	0	18.48704
IMG\center_2017_03_21_22_19_29_300.jpg	IMG\left_2017_03_21_22_19_29_300.jpg	IMG\right_2017_03_21_22_19_29_300.jpg	0	1	0	19.29445
IMG\center_2017_03_21_22_19_29_372.jpg	IMG\left_2017_03_21_22_19_29_372.jpg	IMG\right_2017_03_21_22_19_29_372.jpg	0	1	0	20.09555
IMG\center_2017_03_21_22_19_29_439.jpg	IMG\left_2017_03_21_22_19_29_439.jpg	IMG\right_2017_03_21_22_19_29_439.jpg	0	1	0	20.6007
IMG\center_2017_03_21_22_19_29_507.jpg	IMG\left_2017_03_21_22_19_29_507.jpg	IMG\right_2017_03_21_22_19_29_507.jpg	0	1	0	21.28431
IMG\center_2017_03_21_22_19_29_577.jpg	IMG\left_2017_03_21_22_19_29_577.jpg	IMG\right_2017_03_21_22_19_29_577.jpg	0	1	0	22.06888
IMG\center_2017_03_21_22_19_29_644.jpg	IMG\left_2017_03_21_22_19_29_644.jpg	IMG\right_2017_03_21_22_19_29_644.jpg	0	1	0	22.62682
IMG\center_2017_03_21_22_19_29_714.jpg	IMG\left_2017_03_21_22_19_29_714.jpg	IMG\right_2017_03_21_22_19_29_714.jpg	0	1	0	23.42027
IMG\center_2017_03_21_22_19_29_786.jpg	IMG\left_2017_03_21_22_19_29_786.jpg	IMG\right_2017_03_21_22_19_29_786.jpg	0	1	0	24.01339
IMG\center_2017_03_21_22_19_29_855.jpg	IMG\left_2017_03_21_22_19_29_855.jpg	IMG\right_2017_03_21_22_19_29_855.jpg	0	1	0	24.78603
IMG\center_2017_03_21_22_19_29_924.jpg	IMG\left_2017_03_21_22_19_29_924.jpg	IMG\right_2017_03_21_22_19_29_924.jpg	0	1	0	25.36152
IMG\center_2017_03_21_22_19_29_992.jpg	IMG\left_2017_03_21_22_19_29_992.jpg	IMG\right_2017_03_21_22_19_29_992.jpg	0	1	0	26.12504
IMG\center_2017_03_21_22_19_30_060.jpg	IMG\left_2017_03_21_22_19_30_060.jpg	IMG\right_2017_03_21_22_19_30_060.jpg	0	1	0	26.69358
IMG\center_2017_03_21_22_19_30_141.jpg	IMG\left_2017_03_21_22_19_30_141.jpg	IMG\right_2017_03_21_22_19_30_141.jpg	0	0.8066126	0	27.39451
IMG\center_2017_03_21_22_19_30_207.jpg	IMG\left_2017_03_21_22_19_30_207.jpg	IMG\right_2017_03_21_22_19_30_207.jpg	0	0.6495167	0	27.75841
IMG\center_2017_03_21_22_19_30_285.jpg	IMG\left_2017_03_21_22_19_30_285.jpg	IMG\right_2017_03_21_22_19_30_285.jpg	0	0.6331484	0	28.18046
IMG\center_2017_03_21_22_19_30_355.jpg	IMG\left_2017_03_21_22_19_30_355.jpg	IMG\right_2017_03_21_22_19_30_355.jpg	0	0.417516	0	28.47634
IMG\center_2017_03_21_22_21_27_124.jpg	IMG\left_2017_03_21_22_21_27_124.jpg	IMG\right_2017_03_21_22_21_27_124.jpg	0	0	0	1.15E-05
